#{"t_start": 1552145662.663084, "env_id": "Baxter-v0"}
r,l,t
-1.759226,11,70.405884
-5.032584,27,197.484102
-2.580969,11,257.439418
-1.164077,7,305.391301
-6.572007,25,419.701882
-7.417805,39,584.531722
-5.009436,25,698.793914
-1.868832,14,767.690327
-2.95908,17,830.782245
-2.870574,13,875.218014
-5.436847,28,962.980048
-3.412584,17,1021.186177
-3.864762,14,1070.901932
-3.568086,16,1124.596071
-2.836966,16,1178.942408
-5.917442,17,1239.836649
-1.274779,8,1277.821246
-5.288533,30,1370.949829
-2.716442,14,1423.802378
-8.909797,32,1497.890857
-2.810489,11,1537.247294
-1.450739,10,1581.224325
-18.540918,68,1723.317387
-5.7751,19,1790.206626
-4.990759,23,1860.240691
-1.942074,10,1902.15592
-5.64545,24,1983.176086
-1.534986,10,2021.840284
-16.421277,41,2148.511428
-1.288445,5,2178.292922
-6.471986,24,2258.626496
-2.001381,10,2296.199418
-2.578194,11,2342.229283
-6.481819,32,2440.963654
-4.019253,22,2510.493011
-2.30319,15,2564.596858
-2.826051,11,2603.139987
-4.134946,18,2661.835731
-4.828953,18,2719.284558
-5.445107,20,2792.473485
-6.115343,20,2862.373315
-26.867703,101,2937.457357
-4.793412,15,2994.23175
-6.201632,18,3052.726611
-2.721873,17,3109.475646
-3.414171,11,3162.279938
-2.194467,9,3199.494264
-4.224325,19,3271.679071
-3.806673,18,3334.440457
-3.21302,17,3398.050949
-4.228129,15,3451.581398
-5.199229,17,3521.601737
-2.729765,15,3583.131388
-5.812124,18,3644.49854
-2.608421,9,3682.645566
-7.27153,32,3791.273063
-2.256996,10,3837.130426
-4.827526,16,3893.828496
-4.397283,19,3964.339507
-2.31661,9,4007.568063
-9.189315,32,4120.248889
-3.156469,13,4179.46797
-6.629741,30,4279.662937
-4.778066,16,4344.12962
-2.576831,8,4378.422162
-2.498205,13,4434.438592
-5.320374,19,4493.204606
-2.949127,15,4549.824077
-1.478961,5,4575.049348
-3.423704,13,4631.597448
-7.058438,34,4751.032384
-8.118539,44,4884.562328
-0.205079,1,4893.090545
-4.970015,15,4951.56887
-0.3425,1,4959.078402
-10.169173,28,5058.652862
-3.119095,11,5112.721906
-3.887557,15,5175.88639
-2.347762,14,5232.764683
-1.059774,5,5271.120621
-5.256274,17,5340.775967
-0.305063,1,5347.002794
-2.697298,12,5398.156108
-1.762297,6,5426.432205
-4.029317,16,5493.494309
-8.029158,30,5574.472548
-3.732693,13,5630.555352
-2.266043,9,5672.587011
-7.874756,29,5772.888213
-4.657134,15,5823.101069
-1.981019,7,5854.338491
-2.561371,8,5894.053762
-5.751488,20,5964.793458
-2.771781,9,6007.87256
-3.080806,10,6053.152745
-1.968049,8,6092.105865
-3.87103,17,6154.546632
-2.863374,12,6204.484889
-5.358823,24,6295.979092
-3.635839,16,6355.228918
-4.239807,14,6419.697984
-6.146493,21,6499.44351
-0.234349,1,6505.275955
-4.571657,14,6565.004165
-3.121443,18,6634.708486
-3.750113,16,6696.544327
-2.675425,11,6746.597974
-5.627174,18,6816.737946
-29.269624,101,6880.500639
-3.340858,13,6933.640471
-2.478667,10,6972.62824
-3.640087,17,7030.12657
-2.937037,14,7086.950166
-4.389836,12,7129.871956
-6.294825,24,7212.522984
-4.905686,15,7269.049397
-4.802188,18,7333.133104
-4.73497,22,7409.197826
-4.144351,13,7454.853435
-3.365292,9,7490.361896
-4.679839,22,7562.382031
-2.068551,9,7603.571359
-2.824572,10,7648.023715
-2.299898,9,7689.680482
-2.749906,12,7738.672017
-1.795701,6,7766.403811
-3.795341,16,7826.113321
-2.683353,11,7870.029425
-2.756624,14,7923.840938
-2.786373,8,7961.918593
-2.624402,12,8005.497468
-2.583931,11,8052.505749
-1.988295,8,8092.317886
-2.617165,10,8132.294096
-1.744277,6,8161.194101
-4.625301,17,8222.947934
-2.616031,11,8267.718564
-1.951996,8,8305.570305
-3.13251,18,8370.564827
-3.319512,13,8421.619982
-2.820453,9,8462.852029
-3.708104,15,8518.904853
-2.312295,9,8560.150351
-1.313281,5,8590.475065
-2.389517,9,8631.556913
-1.583275,6,8657.908762
-4.261217,13,8710.893423
-1.829319,9,8750.678187
-1.571899,5,8776.442809
-2.357231,8,8815.69864
