#{"t_start": 1552616397.643365, "env_id": "Baxter-v0"}
r,l,t
-8.276485,15,217.271964
-4.69488,11,344.570724
-0.438075,1,362.269299
-56.602785,101,524.494745
-6.15238,14,712.327078
-5.491786,11,867.647141
-11.464036,20,1091.719729
-8.119733,18,1306.356132
-8.874411,19,1525.31389
-6.427206,14,1709.88088
-6.85724,17,1909.162037
-7.201835,15,2102.188429
-5.230842,11,2250.688945
-0.463042,1,2272.908809
-3.654242,9,2409.481717
-4.390362,10,2553.982002
-4.614555,12,2715.224221
-8.516505,16,2909.314814
-4.76176,11,3063.08487
-6.411229,14,3226.849619
-12.449672,26,3482.734744
-6.760714,14,3615.208947
-5.965811,17,3786.256473
-14.535837,24,4024.056981
-27.793353,44,4408.899981
-8.203084,20,4586.030793
-11.582737,24,4813.9481
-8.304476,25,5046.098
-10.891981,25,5289.142908
-8.802029,16,5453.60373
-6.031904,12,5582.537889
-14.148991,27,5843.454217
-10.901911,36,6157.454368
-5.805018,12,6294.90086
-3.602521,7,6394.741599
-29.686376,68,6749.226046
-8.651693,21,6937.427755
-6.936966,14,7091.979215
-6.662552,16,7264.834636
-14.672863,30,7522.606879
-4.974333,11,7656.611995
-6.297529,14,7812.594406
-16.532826,29,8079.38818
-16.808099,29,8335.859521
-11.80682,42,8700.566796
-6.608005,20,8897.108851
-6.421453,13,9041.243634
-5.103719,10,9159.53131
-16.094177,35,9452.604887
-7.714699,15,9609.891004
-9.577538,17,9787.862263
-6.115121,16,9953.446337
-10.487134,29,10218.239155
-9.76045,29,10476.316896
-4.867021,14,10624.289123
-4.597802,9,10735.367585
-5.596389,12,10872.805414
-12.958225,27,11106.234047
-5.089211,15,11267.392207
-6.011086,12,11405.624893
-12.070728,31,11677.482854
-19.830715,37,12000.624765
-8.45479,20,12192.090133
-10.43211,18,12370.82745
-2.614818,6,12454.597743
-8.893159,19,12636.884993
-23.636144,36,12958.12194
-7.416306,15,13114.255312
-14.740531,28,13367.981905
-5.853846,15,13529.713989
-11.097358,33,13824.593045
-5.945152,15,13986.538953
-11.185183,22,14198.60027
-11.947367,29,14469.387485
