#{"t_start": 1552096863.4793777, "env_id": "Baxter-v0"}
r,l,t
-6.665469,28,116.232139
-8.055799,28,204.838138
-1.638761,11,251.696259
-1.849852,11,299.204329
-1.445965,8,338.730372
-2.183784,10,382.302625
-16.856842,58,505.970253
-4.124822,26,599.165401
-1.713982,12,648.888273
-3.739409,19,717.264215
-3.202125,17,777.520738
-2.967663,15,836.162617
-6.161979,25,924.101687
-4.836238,22,992.102082
-3.664031,15,1047.411089
-2.562278,10,1092.877449
-3.326745,21,1174.913776
-1.655814,11,1224.286826
-4.829095,17,1285.227878
-5.601433,23,1361.361706
-4.681547,21,1437.920059
-1.737739,11,1484.877596
-5.466436,22,1568.600242
-1.715415,11,1618.918907
-6.583886,26,1709.761954
-8.123263,26,1800.274951
-3.764447,21,1875.678961
-5.29409,21,1953.985582
-3.90724,15,2013.526267
-1.691545,9,2056.713645
-6.318426,29,2155.719142
-1.543964,9,2199.171316
-4.996983,15,2254.044509
-9.19133,36,2368.550532
-5.803443,26,2461.004688
-3.953365,17,2526.873663
-34.702823,101,2627.669065
-2.843075,12,2680.70907
-6.896222,29,2784.131973
-0.376926,1,2792.74075
-2.030356,13,2842.567586
-5.755246,27,2937.766413
-1.420493,8,2978.840084
-7.573828,27,3073.80505
-4.155488,18,3144.332697
-7.426248,23,3228.287514
-3.365917,11,3276.850411
-3.37749,16,3340.420288
-6.512465,21,3411.613584
-2.43115,13,3467.538472
-6.858087,23,3546.003029
-5.049711,24,3627.117859
-8.748943,43,3771.855521
-1.432885,6,3807.279611
-3.631323,13,3859.904082
-2.514834,9,3902.878278
-5.34359,22,3977.16807
-2.622444,11,4026.126146
-16.326089,62,4123.525412
-4.470901,16,4185.78726
-3.402028,14,4240.989792
-3.959474,13,4293.486635
-44.509599,101,4359.717746
-6.289224,16,4419.144187
-4.248084,19,4485.213365
-5.880989,19,4547.362341
-3.422806,15,4605.949901
-3.474901,13,4658.274952
-6.056624,18,4712.694426
