#{"t_start": 1552230443.5983253, "env_id": "Baxter-v0"}
r,l,t
-6.11795,18,96.536008
-14.319097,29,209.858028
-6.125427,18,286.646135
-8.457968,17,358.292466
-11.05745,23,451.825519
-10.273527,29,556.312037
-5.813136,23,648.919454
-11.597516,31,761.538656
-11.004479,29,865.92575
-4.300891,20,935.339082
-9.595831,23,1009.530057
-6.726931,15,1067.317156
-4.089181,9,1098.920617
-9.153758,21,1171.694386
-9.809201,20,1244.245294
-3.093342,9,1283.708766
-10.024553,23,1364.321456
-22.774138,46,1523.481843
-5.976998,13,1576.596014
-7.31157,18,1635.254015
-8.134146,20,1708.111799
-7.539887,20,1783.126745
-8.25486,23,1893.467592
-5.739256,19,1985.281488
-4.079753,13,2051.611828
-8.525029,17,2139.011579
-13.119971,25,2248.314567
-7.222566,16,2325.578885
-9.360797,19,2417.535837
-14.533384,34,2566.929013
-8.371065,19,2655.115724
-12.506416,24,2761.898726
-9.273698,21,2862.454842
-0.496959,1,2869.159971
-3.217755,9,2921.161803
-7.885218,17,3002.153343
-5.629712,15,3079.164763
-8.747113,21,3175.912127
-13.353644,30,3305.922681
-5.071086,13,3371.801912
-9.669582,25,3485.989783
-5.029899,12,3548.687163
-8.556363,18,3635.372863
-6.641347,20,3727.881048
-6.634663,27,3854.520407
-4.516355,13,3922.109985
-9.363009,22,4017.87058
-4.645574,15,4097.110778
-5.155804,11,4160.180561
-7.163805,17,4241.82359
-2.996331,9,4299.704259
-3.233998,8,4338.92192
-0.36531,1,4347.46743
-10.040389,24,4452.279133
-9.983653,30,4591.161072
-6.744068,16,4663.50516
-4.398363,11,4729.919922
-9.067608,23,4846.111422
-12.893376,28,4948.500819
-4.657109,11,5014.624723
-9.919019,18,5089.313145
-7.24802,18,5180.588
-9.616022,19,5280.101415
-6.524588,13,5352.174175
-7.278376,15,5432.23669
-6.719682,15,5514.556283
-4.056795,13,5587.482775
-3.633288,10,5644.977951
-5.092448,11,5705.185116
-3.705988,10,5761.424712
-0.307523,1,5769.565001
-0.313492,1,5777.284789
-5.469949,13,5849.247866
-4.608957,13,5922.834053
-4.877177,10,5980.544465
-8.875875,16,6065.217684
-7.00041,14,6145.211781
-7.2747,16,6232.397972
-6.542442,18,6324.251745
-6.366142,15,6404.258732
-8.782054,19,6497.331423
-5.759367,12,6553.568049
-5.868729,14,6626.152262
-5.860941,14,6700.551422
-4.352751,12,6765.71669
-4.32281,12,6831.337887
-10.014126,23,6947.914776
-14.550998,27,7062.88886
-3.491226,9,7115.427009
-0.469888,1,7125.396754
-0.427505,1,7131.488278
-4.108529,10,7189.702553
-3.446942,8,7242.559236
-4.106926,11,7309.836719
-5.671248,11,7373.920979
-3.532896,11,7437.966841
-4.150428,11,7501.811382
-3.789331,9,7558.563211
-3.919929,10,7617.14467
-6.15935,13,7686.87284
-4.661721,10,7748.347779
-4.522708,12,7813.921366
-5.370329,12,7880.147711
-3.213944,9,7932.31603
-5.023329,12,8000.735459
-4.844808,12,8067.595178
-3.481602,11,8133.206473
-0.18477,1,8141.141469
-5.865695,13,8212.474733
-7.390652,17,8297.938209
-3.534706,11,8359.801016
-0.258141,1,8368.169103
-4.018727,8,8417.725456
-4.335785,12,8482.672264
-5.124587,12,8550.750401
-4.931031,12,8619.051017
-0.341648,1,8627.460882
-4.017946,10,8688.113014
-4.775374,13,8760.830575
-5.404696,11,8824.883099
-0.481337,1,8832.917808
-5.939891,15,8913.185283
-3.665314,12,8979.10841
-5.068108,13,9050.941476
-5.401435,15,9125.031135
-3.017683,11,9186.297846
-4.556914,10,9244.497413
-3.628648,11,9308.456056
-6.038779,14,9381.192018
-5.434144,13,9449.669256
-0.429657,1,9458.18453
-5.657587,14,9531.614611
-7.813711,16,9599.426523
-0.457924,1,9609.364821
-5.310581,13,9677.005799
-0.367363,1,9687.70482
-3.115206,8,9737.969883
-4.252606,13,9807.533713
-4.523311,11,9869.432243
-3.530476,9,9925.270631
-0.362516,1,9933.971645
-3.312729,10,9993.297299
-6.144909,12,10059.307029
-4.994645,11,10123.472768
-3.598502,10,10181.724683
-3.708052,11,10243.702727
-0.198508,1,10252.04581
-3.786995,10,10301.821453
-7.761263,27,10428.737334
-0.278653,1,10437.679537
-0.226466,1,10443.700319
-4.44695,11,10503.860423
-3.436214,10,10560.786609
-3.403684,8,10610.327353
-3.012091,8,10662.083142
-3.531543,10,10718.718834
-3.44327,10,10778.735058
-3.158952,9,10829.887465
-0.267816,1,10838.258512
-3.344136,10,10894.461609
-3.104467,9,10948.023701
-3.562044,9,11004.916874
-3.764697,11,11067.90309
-4.815636,9,11123.109035
-5.690071,13,11192.995532
-2.785289,9,11249.290658
-4.419056,10,11307.172711
-3.019389,8,11355.661941
-0.324807,1,11363.370595
-3.301635,11,11426.506847
-3.919632,10,11485.871936
-4.986584,11,11548.184475
-2.96641,9,11604.568819
-3.586042,11,11670.081862
-0.342756,1,11679.520649
-3.612777,9,11735.045232
-4.181057,10,11796.135407
-2.687258,8,11850.539769
-0.256241,1,11859.370152
-3.643139,11,11924.909431
-0.307962,1,11933.222748
-3.844407,10,11993.787631
-3.053999,11,12057.165858
-3.672296,10,12115.667333
-3.742042,10,12177.791194
-6.374632,12,12240.14471
-3.563568,9,12297.229068
-0.339394,1,12305.62904
-4.253285,11,12372.437083
-3.594676,11,12433.720063
-4.165338,9,12487.428481
-4.633786,10,12544.646611
-4.636358,12,12609.380959
-3.690865,10,12667.316698
-3.319128,9,12715.195972
-10.232832,21,12777.662981
-3.188647,10,12825.455393
-2.912819,9,12873.111218
-3.156606,9,12909.035892
-3.11471,10,12956.804987
-3.413496,10,13003.581316
-3.553952,10,13042.787511
-2.812886,9,13088.587879
-3.788906,10,13135.80849
-2.804704,9,13181.667975
-3.628094,9,13224.673744
-3.523086,9,13269.890035
-4.307061,10,13316.428621
-4.045655,11,13367.781487
-3.459117,10,13408.038154
-2.827464,9,13454.612897
-3.973526,10,13501.734345
-3.880663,10,13550.124163
-3.169045,9,13594.447819
-2.832198,8,13636.539715
-2.788484,9,13681.194898
-3.560044,9,13720.664985
-3.122625,8,13762.48057
-2.888756,9,13799.870454
-3.319294,11,13842.123985
-2.804626,9,13887.23058
-3.164702,9,13931.102949
-3.160465,10,13978.73885
-2.857792,9,14025.084666
-3.304762,9,14063.709449
-3.799193,10,14111.289492
-3.261309,9,14156.433877
-3.31595,9,14194.400829
-3.856922,9,14230.307388
-3.146136,9,14277.362736
-3.177154,9,14324.161801
-3.255407,8,14364.517772
-2.978444,9,14402.229279
-3.624918,9,14445.481097
-4.011604,10,14492.677859
-3.293798,9,14535.972579
-3.027641,8,14577.577071
-3.47604,9,14624.477807
-2.807817,9,14660.47125
-3.735387,10,14699.965292
-3.146342,9,14745.909236
-2.694866,8,14779.900626
-3.664439,9,14824.561433
-3.24422,9,14870.720324
-2.954607,9,14916.827154
-3.287205,9,14961.965328
-2.857867,9,15007.7243
-4.47002,11,15060.198007
-4.208945,10,15110.660282
-3.146225,9,15158.340316
-3.886,9,15195.547822
-3.491959,9,15233.059567
-0.314106,1,15240.289581
-3.107659,9,15285.713247
-2.859837,9,15331.884542
-2.650112,8,15373.345249
-3.199133,9,15410.972974
-2.824927,9,15446.118482
-2.812296,9,15483.434787
-2.850356,9,15528.496423
-3.023552,8,15562.379685
-3.833761,9,15598.969542
-3.774974,10,15647.972214
-3.304557,9,15692.351991
-2.849533,9,15736.876302
-2.918316,9,15771.425168
-4.095842,11,15815.898533
-3.171618,9,15860.169957
-3.510025,9,15897.220705
-3.933542,10,15939.678831
-2.665439,8,15982.476951
-2.98503,9,16029.139842
-3.185307,10,16077.978254
-3.281821,9,16122.909083
-3.786793,9,16166.333329
-2.850431,9,16210.079617
-3.221527,10,16255.192313
-2.86818,9,16293.282555
-3.506867,8,16326.427107
-3.824551,9,16362.879186
-3.194015,9,16401.642498
-3.085876,8,16444.375012
-3.222717,9,16490.300202
-3.192184,9,16525.645849
-2.730167,8,16566.517738
-2.882035,9,16611.984124
-3.19212,9,16647.350698
-2.730093,8,16687.828937
-3.688782,10,16736.999971
-3.223122,9,16782.677457
-3.293715,9,16828.583846
-2.96615,9,16872.506549
-3.196622,9,16917.045212
-3.098242,8,16969.112653
-2.694595,8,17019.299423
-3.028297,8,17072.467051
-2.701375,8,17124.424181
-2.730177,8,17175.183736
-2.730099,8,17225.858815
-2.693512,8,17277.036686
-3.848789,8,17327.081088
-2.701396,8,17377.271147
-3.087614,9,17432.798038
-2.940163,8,17485.8011
-2.792647,8,17538.29179
-2.730252,8,17586.717403
-2.88747,9,17641.980537
-2.73026,8,17691.61473
-2.713403,8,17743.197731
-3.0776,9,17796.586862
-2.694307,8,17847.363424
-2.966201,9,17899.631099
-2.716639,8,17950.617034
-3.101599,8,18000.491298
-2.704516,8,18051.365438
-2.969815,9,18104.543527
