#{"t_start": 1554650551.3237, "env_id": "Baxter-v0"}
r,l,t
-2.739844,9,88.258117
-1.618125,12,210.235244
-4.411907,18,344.915183
-3.810352,17,451.359371
-6.462217,20,566.349262
-4.240551,19,664.925323
-4.812387,19,763.057538
-5.7845,18,852.07231
-5.745232,20,955.170856
-5.400031,28,1084.324395
-2.713441,14,1161.99429
-4.975655,21,1265.408192
-3.118339,18,1357.028826
-2.547026,11,1421.680762
-5.274162,24,1541.163198
-0.221899,1,1550.171395
-2.990212,18,1645.069432
-7.068875,25,1774.338334
-2.726167,15,1850.869032
-3.081312,21,1955.934283
-3.557179,13,2033.914511
-3.938258,17,2125.837346
-5.498446,28,2261.473146
-6.227549,21,2374.715021
-4.089432,19,2476.761178
-2.779369,18,2576.274732
-3.798269,19,2672.738948
-5.276973,25,2795.3708
-3.000578,19,2889.210488
-1.632859,11,2936.212735
-5.971149,23,3023.773045
-4.517534,18,3095.241874
-2.192341,8,3129.992633
-3.711225,22,3214.073498
-3.649726,18,3279.307594
-5.150904,23,3361.464547
-7.529391,25,3453.908109
-4.274977,19,3529.266215
-5.701273,19,3601.632262
-8.080655,22,3684.621907
-6.414243,28,3788.998087
-3.28518,20,3867.38125
-1.83468,10,3916.480037
-10.14231,28,4020.83255
-5.123667,22,4096.306061
-2.785965,15,4158.026021
-4.937181,18,4228.695104
-5.584522,19,4300.555218
-3.288118,16,4365.516783
-3.395062,21,4444.238301
-2.612476,11,4495.517398
-10.112044,32,4605.12143
-2.845598,17,4673.002152
-6.251532,19,4748.74781
-9.932308,41,4864.276847
-7.106228,19,4933.581861
-4.218165,21,5011.90225
-13.24511,30,5109.329558
-4.253196,17,5175.490248
-1.985057,10,5224.278862
-4.198162,18,5294.597227
-3.040776,11,5343.977237
-5.011469,17,5406.157117
-2.794502,9,5448.729353
-1.673177,9,5492.562207
-4.285298,14,5544.567054
-5.396762,17,5612.058409
-3.417699,15,5668.227111
-5.235349,17,5730.071542
-9.543118,25,5831.163678
-10.94784,30,5974.518804
-1.833405,7,6046.915609
-6.463216,30,6216.586561
-0.079667,1,6230.131398
-5.746132,19,6321.150972
-2.966527,13,6380.655024
-3.507804,21,6468.83974
-4.00729,12,6526.358243
-4.464729,13,6585.421007
-3.029426,10,6634.873009
-3.959469,18,6711.238122
-7.571784,25,6802.035867
-4.207298,13,6860.890757
-4.864597,14,6923.742671
-8.181895,22,7011.564151
-3.659849,16,7079.804636
-3.103564,9,7126.718783
-7.528125,41,7270.343277
-10.837183,22,7362.249496
-2.533938,14,7425.662352
-4.382018,20,7508.629008
-5.308989,16,7577.241181
-2.148783,11,7632.07858
-2.619098,9,7678.085585
-2.624362,11,7729.459605
-2.098947,10,7780.806647
-8.838522,25,7877.352522
-3.696817,14,7939.613985
-5.372753,31,8055.51437
-5.517539,16,8124.007162
-1.909857,12,8174.506419
-6.613807,18,8250.142869
-3.556147,12,8307.498732
-4.274517,17,8379.532069
-7.338752,28,8486.036048
-9.40968,29,8596.239173
-3.912292,12,8653.476972
-2.575565,12,8709.969014
-3.594397,12,8769.496849
-5.903585,17,8843.504851
-13.174408,36,8979.775546
-3.983866,16,9047.795397
-3.884691,14,9104.260826
-4.135117,14,9159.264683
-5.473103,21,9248.193461
-5.628849,18,9324.043969
-10.114762,27,9428.406152
-3.29833,13,9488.039288
-3.589693,15,9554.571119
-3.981532,12,9605.248604
-3.682168,11,9660.28837
-3.972159,14,9723.680036
-7.95737,25,9813.75174
-4.593426,16,9877.448375
-7.546188,32,9982.02646
-3.958261,14,10043.897037
-1.13271,4,10075.194381
-3.687248,18,10144.640412
-4.821566,20,10222.906766
-3.766109,19,10298.975855
-6.855801,20,10372.026257
-3.169769,10,10421.850933
-5.047524,18,10487.654808
-7.442685,25,10579.488932
-3.981366,10,10627.222959
-4.726694,17,10696.19038
-1.829226,9,10741.189022
-5.144321,17,10803.638114
-3.539991,11,10855.455596
-1.732532,9,10900.006357
-4.701968,13,10956.986991
-3.454039,12,11013.278023
-5.969735,16,11080.982771
-1.697828,6,11110.617729
-4.569793,12,11164.44075
-5.555872,17,11233.543253
-6.706413,18,11304.452467
-4.750108,12,11358.431662
-8.35737,26,11451.019423
-6.443723,20,11521.735749
-5.607286,19,11595.961312
-7.563086,17,11669.026971
-3.858101,13,11720.224237
-3.16433,13,11778.762871
-2.482665,9,11825.16291
-2.768507,8,11867.422987
-6.890322,19,11936.890556
-3.451621,9,11976.043862
-5.967258,15,12036.01897
-3.812696,13,12094.76439
-2.849794,10,12136.364949
-5.890477,15,12199.802573
-4.249298,12,12255.696361
-3.912466,12,12304.138996
-4.176059,13,12356.22155
-5.967593,14,12416.183023
-5.852202,17,12485.867441
-4.615732,13,12545.067095
-3.229274,11,12590.241329
-4.692659,14,12643.118686
-3.030615,9,12689.813925
-5.592044,19,12766.269176
-2.654611,13,12817.826317
-3.354729,16,12880.265147
-2.606502,12,12928.006203
-3.036522,11,12973.296867
-4.053497,14,13033.414021
