#{"t_start": 1553871155.5253758, "env_id": "Baxter-v0"}
r,l,t
-11.001601,70,223.038822
-3.794374,36,299.285165
-2.084464,19,339.992929
-9.381625,60,457.392776
-4.083642,35,523.848098
-13.819777,89,694.597773
-2.790334,25,741.958952
-5.740678,46,829.44176
-3.858925,43,914.318241
-3.744071,32,976.287772
-4.210392,37,1049.642069
-3.964378,30,1110.005165
-6.35991,47,1199.933788
-9.884913,60,1287.908006
-6.31526,48,1381.325097
-5.203,35,1449.590921
-5.869593,49,1543.999976
-4.36462,42,1625.393986
-4.463818,29,1679.914656
-4.095907,32,1740.95923
-4.010397,38,1815.908014
-8.681337,67,1912.103334
-4.612294,39,1988.562815
-2.581636,21,2030.512309
-2.232143,22,2074.488423
-2.468769,24,2120.401541
-2.13083,19,2157.463674
-4.963717,30,2214.565857
-2.706556,24,2261.077189
-2.706087,24,2309.676272
-2.776875,25,2358.478226
-3.907586,34,2423.171487
-2.858356,24,2469.782165
-1.436297,13,2495.720969
-2.683091,21,2537.716416
-1.836699,19,2574.194008
-2.249986,21,2615.812564
-1.4655,14,2644.405525
-1.270602,12,2669.186839
-2.222757,20,2707.09289
-1.435252,13,2733.848047
-1.425708,14,2760.863436
-1.273628,12,2785.998559
-2.310569,23,2831.4478
-2.455188,25,2881.197483
-1.167827,11,2904.128557
-2.621495,22,2947.378548
-1.139129,11,2969.968636
-1.594089,16,3001.453443
-1.183624,13,3028.415987
-1.738291,15,3059.910283
-1.256408,14,3088.153233
-0.988408,10,3108.268876
-1.493736,17,3143.077807
-3.072111,29,3198.506796
-2.979826,28,3252.813643
-1.493258,14,3281.518042
-1.574969,16,3314.167144
-1.480667,13,3339.602015
-1.470346,14,3367.340287
-1.197566,11,3389.469879
-2.137049,25,3435.35586
-0.918037,10,3456.050846
-1.747598,17,3488.557914
-2.334167,24,3533.629625
-1.058573,11,3558.35173
-1.622927,18,3591.897977
-1.786317,22,3633.413744
-1.876398,20,3671.235722
-1.802587,18,3706.915155
-3.831704,30,3764.573464
-0.824096,9,3783.941438
-0.812391,9,3803.879025
-1.127441,13,3830.498821
-2.247774,23,3875.10832
-0.83237,9,3894.686846
-0.813791,9,3913.127946
-1.028084,11,3935.806219
-2.210331,24,3982.244791
-0.837018,9,4001.47901
-1.114934,12,4025.11006
-1.773858,18,4062.275283
-0.82324,9,4081.100606
-0.991616,10,4101.214538
-0.818171,9,4120.014623
-0.810098,9,4139.204911
-0.813652,9,4158.550363
-0.808556,9,4177.295003
-0.81808,9,4195.946731
-0.82874,9,4214.715389
-2.03058,23,4258.713667
-0.848637,9,4277.847139
-0.810877,9,4296.650879
-1.585778,18,4334.032602
-0.831433,9,4353.320672
-1.093552,11,4375.789482
-0.833461,9,4394.960607
-1.820469,17,4429.349103
-0.837887,9,4448.639306
-1.01345,10,4468.438869
-1.08704,11,4490.20225
-0.820825,9,4509.223401
-1.095843,11,4531.551083
-1.066802,11,4553.989465
-1.20428,11,4578.667104
-0.815519,9,4597.999186
-1.090007,11,4620.44086
-0.811974,9,4639.379494
-1.085671,11,4661.93491
-0.815013,9,4681.008785
-0.810879,9,4700.371573
-0.817404,9,4719.481945
-0.822886,9,4738.358382
-0.985415,10,4759.184914
-0.813648,9,4778.246689
-0.873046,10,4800.586616
-0.822459,9,4820.042666
-1.084057,11,4842.38573
-0.812327,9,4865.618413
-0.810408,9,4884.682144
-0.807773,9,4903.246582
-1.060294,11,4925.625707
-0.816509,9,4945.084625
-0.811429,9,4964.158168
-0.819094,9,4983.22344
-0.815399,9,5002.060208
-0.820549,9,5021.150201
-0.821425,9,5039.719209
-0.824793,9,5058.895371
-0.822178,9,5077.796808
-0.977753,10,5098.31396
-0.81615,9,5120.453447
-0.81964,9,5138.966582
-0.820434,9,5157.725073
-0.819847,9,5176.426811
-1.068746,11,5198.315993
-0.817304,9,5216.658563
-0.808675,9,5235.333613
-0.823944,9,5254.308141
-1.703701,16,5287.030168
-0.843055,9,5307.133628
-0.837043,9,5326.67456
-1.100968,11,5349.21796
-0.823008,9,5368.16043
-1.029621,10,5395.113381
-1.035854,10,5415.820353
-1.001542,10,5437.213145
-1.025702,10,5457.740166
-1.352259,12,5481.458567
-1.09253,11,5504.003051
-0.828615,9,5523.076078
-0.830385,9,5542.090317
-1.052891,11,5564.711053
-0.822731,9,5583.603735
-0.984449,10,5603.721064
-1.022417,10,5624.176273
-0.837549,9,5642.989958
-1.302567,12,5670.468409
-0.822997,9,5689.504901
-0.824846,9,5708.791398
-1.003994,10,5729.412318
-0.827948,9,5748.528286
-1.217788,11,5771.64967
-0.825466,9,5790.767239
-1.03221,10,5811.466466
-0.827078,9,5830.514861
-0.829435,9,5850.106333
-0.829205,9,5869.438632
-0.827108,9,5888.846902
-0.822362,9,5908.038888
-0.816828,9,5927.60295
-0.820364,9,5961.877491
-0.821176,9,5981.065346
