#{"t_start": 1551883336.98243, "env_id": "Baxter-v0"}
r,l,t
-9.19971,61,131.700845
-7.850864,58,237.673167
-5.284524,51,334.315389
-3.938552,32,394.487642
-7.515954,50,489.006874
-10.035801,70,620.239907
-6.345776,40,698.759909
-4.59005,44,786.162859
-4.205724,38,864.459746
-6.365175,48,953.052922
-11.021942,58,1066.455654
-4.575365,42,1145.566281
-9.228342,54,1247.090621
-5.28419,41,1322.879241
-10.20204,57,1434.02074
-3.348828,24,1478.615016
-3.38834,26,1529.848404
-4.291848,37,1596.9085
-6.480015,42,1676.064357
-6.974457,54,1778.515132
-4.163616,30,1836.417328
-5.033217,36,1907.723289
-4.733459,35,1976.254019
-4.446486,29,2030.482917
-3.229121,27,2082.041947
-3.451409,26,2134.060761
-7.458344,42,2215.608867
-4.2907,29,2271.799108
-4.652181,35,2335.885782
-4.652705,29,2391.436536
-5.912988,33,2453.355475
-2.052203,22,2496.240462
-5.183886,32,2555.994758
-5.082716,35,2620.243729
