#{"t_start": 1551888219.7354693, "env_id": "Baxter-v0"}
r,l,t
-4.768501,39,92.885341
-6.602721,47,183.919236
-7.526233,60,296.520927
-11.743656,67,425.574809
-9.942161,66,549.468152
-6.246488,46,634.973884
-8.515839,61,745.956871
-8.862405,56,853.694138
-4.16286,41,930.440547
-7.389333,47,1016.531866
-3.850245,34,1083.316165
-3.250364,30,1140.417533
-11.409017,69,1271.551429
-11.723237,61,1385.443852
-6.189309,53,1485.006433
-5.33466,40,1560.806827
-3.8681,32,1624.555865
-7.810065,44,1711.43749
-5.485845,47,1799.816541
-5.881818,41,1871.980956
-3.91991,35,1938.862838
-3.523356,26,1991.030459
-12.081755,81,2140.348146
-5.202362,40,2215.905308
