#{"t_start": 1552404971.4228652, "env_id": "Baxter-v0"}
r,l,t
-2.436581,13,76.54252
-2.656531,11,127.04578
-3.299709,17,198.955986
-3.716496,13,259.307245
-4.646901,26,361.218416
-2.125803,12,411.305136
-3.307089,19,484.231065
-5.503321,19,561.804631
-23.191091,57,745.162256
-4.298611,17,816.694637
-4.883544,20,935.841198
-2.81461,16,1030.721343
-2.808735,11,1100.804721
-11.174116,28,1251.354413
-3.704965,23,1371.086249
-10.391863,45,1561.716917
-7.800904,39,1783.858334
-6.212939,25,1902.098949
-12.432345,40,2075.497187
-5.168182,28,2192.843115
-0.745811,5,2231.328328
-2.363501,13,2304.1602
-3.460883,15,2379.089226
-1.711554,8,2419.054971
-6.490438,25,2513.553993
-6.170705,28,2653.434259
-2.169919,13,2732.533277
-2.710288,11,2804.830571
-3.637513,15,2887.661849
-4.595334,17,2980.580708
-5.939736,28,3123.445128
-3.538971,13,3200.561553
-2.223372,13,3276.752351
-3.108148,10,3339.254844
-4.518423,27,3478.023762
-4.350162,23,3585.514061
-0.126902,1,3593.089228
-4.17755,17,3675.404698
-8.045357,34,3824.48788
-2.746435,15,3900.341593
-0.128275,1,3908.487995
-3.188135,17,3990.478682
-8.497523,31,4124.489026
-1.152195,7,4174.652632
-9.085308,24,4284.090969
-2.33302,10,4343.67382
-0.221534,1,4353.448879
-4.165399,15,4433.56999
-3.421763,16,4518.004333
-6.583306,30,4637.793019
-2.682325,14,4712.211506
-8.485672,29,4841.703042
-2.67214,9,4899.01131
-12.849739,37,5023.04217
-5.396449,17,5107.107388
-2.791246,12,5171.005627
-2.890012,16,5251.578255
-7.045917,25,5364.36493
-2.441384,12,5429.810523
-2.444839,14,5501.444519
-0.117211,1,5511.238788
-4.389733,15,5587.058596
-8.192961,25,5712.153291
-3.071508,16,5793.931774
-0.174109,1,5802.526071
-2.887973,14,5875.676478
-5.438946,17,5956.955668
-3.417855,21,6059.856292
-5.622537,16,6132.308321
-0.326974,1,6142.352649
-5.407286,22,6237.558995
-3.345697,14,6301.965724
-2.30917,10,6359.568319
-3.786732,14,6429.438452
