#{"t_start": 1553730594.0738833, "env_id": "Baxter-v0"}
r,l,t
-1,10,72.295829
2,31,177.955727
-24,49,324.17481
-15,39,446.02396
-1,39,527.924635
-5,27,615.693239
-1,21,683.917111
-1,24,762.30621
0,29,856.493798
-1,19,921.497788
-2,29,1015.117724
-1,23,1093.711224
-1,11,1140.366554
-1,29,1233.863138
-1,18,1297.084503
-1,10,1339.423816
-1,14,1382.800034
2,19,1450.651668
-1,11,1488.368394
-1,37,1597.532799
-1,11,1641.709537
-1,33,1732.759633
0,15,1781.226504
-1,26,1866.942967
-1,22,1941.022546
-16,52,2079.632803
2,9,2119.800726
-1,32,2203.969755
2,12,2249.800342
0,34,2358.113893
-1,22,2434.437243
-1,24,2531.006654
0,17,2596.586169
-4,28,2691.58306
-1,10,2734.581859
2,17,2800.308923
0,19,2868.667645
-1,34,2977.180121
-1,25,3063.011309
0,14,3110.965606
-1,29,3188.124631
-8,42,3323.100826
-1,18,3393.675756
2,10,3437.038412
-1,12,3478.537605
0,101,3578.828996
-1,18,3645.893349
-1,20,3710.341839
-1,9,3751.83675
-1,8,3790.222748
-1,21,3854.898435
-1,13,3902.763581
0,24,3986.08611
-1,9,4017.865311
-1,12,4065.642916
-1,18,4125.556218
-1,15,4179.569728
-1,19,4238.651594
-1,16,4294.260296
-1,14,4345.438766
2,20,4414.4428
-1,11,4460.516318
-17,21,4524.851435
-1,25,4610.503314
0,16,4661.411665
-1,33,4764.704893
-1,24,4840.614694
-1,19,4906.386851
2,10,4948.61208
-6,34,5057.02663
-1,20,5129.438572
-5,9,5169.621526
-10,47,5319.448229
0,19,5388.449628
-1,28,5476.460088
-1,23,5554.932773
-1,13,5607.090008
-26,29,5696.543694
-5,29,5793.511027
-4,18,5853.065356
-1,22,5934.594279
-1,18,6007.48546
-1,16,6062.754386
-1,23,6150.942117
2,10,6200.882795
-23,31,6284.844328
2,20,6357.152819
-1,20,6430.361238
-1,14,6475.093646
2,14,6531.183713
2,29,6622.219962
-4,24,6706.630584
-1,14,6760.52907
-1,9,6802.096895
-1,11,6841.838181
-1,7,6876.624358
-1,13,6925.889369
-1,18,6991.812525
2,11,7037.564337
-1,17,7086.659829
-4,30,7170.767541
-2,25,7250.9069
-1,7,7282.064918
-1,9,7311.93527
-43,46,7461.862892
-1,15,7509.630086
-1,17,7571.762682
-7,14,7619.116498
-2,15,7675.042442
-1,19,7735.109642
0,11,7780.902717
2,24,7855.098323
-3,12,7895.238103
2,10,7935.142746
-8,27,8023.227434
-1,6,8053.178836
2,14,8104.9334
-1,23,8188.513671
-1,16,8243.788352
-2,6,8273.55013
-8,22,8349.654862
-7,23,8432.140667
-1,22,8510.179196
-1,22,8584.139732
2,13,8626.842409
-1,9,8664.407227
-1,15,8717.165831
-1,20,8783.980036
-8,10,8816.580955
-9,38,8925.041967
-1,25,9006.728019
2,14,9058.36731
-79,101,9153.017848
-20,63,9323.791995
0,34,9446.787678
-9,45,9581.536529
-1,17,9636.439827
0,18,9697.370112
2,11,9734.662172
-2,39,9829.853094
-1,10,9866.87244
0,16,9922.235408
-1,23,9992.853454
-1,27,10078.46974
-2,23,10154.810822
-8,58,10324.272224
-1,18,10384.409728
0,15,10438.459807
